trial_number,value,state,task.classifier.dropout,task.classifier.mlp_hidden_dim,task.mlp_probing.optimizer.lr,task.mlp_probing.optimizer.weight_decay
0,0.5732563001600983,TrialState.COMPLETE,0.1,512,0.0004,0.0001
1,0.5637958808265351,TrialState.COMPLETE,0.13442237607644653,512,0.0008085424645164409,9.23717411664381e-05
2,0.5693715235524442,TrialState.COMPLETE,0.20209366451506927,512,0.00031384075399867623,0.003163937315446592
3,0.5682780070817298,TrialState.COMPLETE,0.19342436611340913,256,0.0002327545941904528,0.006087289274844095
4,0.577095233105166,TrialState.COMPLETE,0.13203677503379666,512,0.00041855489214290037,0.0011028851024298613
5,0.573600740754666,TrialState.COMPLETE,0.12104216482722994,256,0.00021666833161149317,0.0002507511510874748
6,0.5726621189909207,TrialState.COMPLETE,0.09484355010118468,512,0.00019393293540390287,0.0014497096076358765
7,0.5714342439310905,TrialState.COMPLETE,0.05258925619623703,256,0.0005319396973555901,4.151321430019451e-06
