stage,epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,val_cohen_kappa,val_auroc,val_auc_pr,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,test_cohen_kappa,learning_rate,epoch_time_sec,best_val_balanced_accuracy,best_test_balanced_accuracy,val_confusion_matrix,test_confusion_matrix
lp,0,1.1300268932781388,0.3622222222222222,1.0904383680555556,0.36444444444444446,0.3644444444444444,0.3256233528816797,0.3256233528816797,0.046666666666666634,0.0,0.0,,,,,,,0.0018477587184754622,58.738914012908936,0.3644444444444444,,"[[108, 24, 18], [80, 34, 36], [81, 47, 22]]",
lp,1,1.0500804259713772,0.4288888888888889,1.1193169487847223,0.39111111111111113,0.39111111111111113,0.3527551145116083,0.3527551145116083,0.08666666666666667,0.0,0.0,,,,,,,0.0018477587184754622,70.47050619125366,0.39111111111111113,,"[[52, 8, 90], [32, 18, 100], [31, 13, 106]]",
lp,2,1.0431515854016868,0.45,1.16478515625,0.4088888888888889,0.40888888888888886,0.3314522289854358,0.33145222898543586,0.11333333333333329,0.0,0.0,,,,,,,0.0018477587184754622,69.77651810646057,0.40888888888888886,,"[[96, 3, 51], [63, 1, 86], [63, 0, 87]]",
lp,3,1.0263162798586145,0.4711111111111111,1.1175981987847223,0.42444444444444446,0.42444444444444446,0.37451049383236273,0.3745104938323627,0.13666666666666671,0.0,0.0,,,,,,,0.0018477587184754622,60.31358337402344,0.42444444444444446,,"[[105, 7, 38], [76, 13, 61], [71, 6, 73]]",
lp,4,0.9903756453927639,0.4666666666666667,1.1250062391493056,0.4222222222222222,0.4222222222222222,0.3952243358713243,0.3952243358713242,0.1333333333333333,0.0,0.0,,,,,,,0.0018477587184754622,11.577970504760742,0.42444444444444446,,"[[81, 15, 54], [49, 23, 78], [51, 13, 86]]",
lp,5,0.9759866073068264,0.49,1.124280056423611,0.39111111111111113,0.39111111111111113,0.39055093758669085,0.39055093758669085,0.08666666666666667,0.0,0.0,,,,,,,0.0018477587184754622,11.350232601165771,0.42444444444444446,,"[[71, 52, 27], [45, 55, 50], [41, 59, 50]]",
lp,6,0.94332001272556,0.5377777777777778,1.1333652072482638,0.40444444444444444,0.40444444444444444,0.3740796019900498,0.37407960199004975,0.10666666666666669,0.0,0.0,,,,,,,0.0018477587184754622,16.65474534034729,0.42444444444444446,,"[[111, 25, 14], [73, 31, 46], [68, 42, 40]]",
lp,7,0.9444205360075014,0.5311111111111111,1.1505257161458333,0.42,0.42,0.40193428139538295,0.401934281395383,0.13,0.0,0.0,,,,,,,0.0018477587184754622,11.145012617111206,0.42444444444444446,,"[[86, 22, 42], [52, 29, 69], [51, 25, 74]]",
lp,8,0.9358193051498548,0.5277777777777778,1.202049560546875,0.4177777777777778,0.4177777777777778,0.35151983353195565,0.35151983353195565,0.1266666666666667,0.0,0.0,,,,,,,0.0018477587184754622,11.551977396011353,0.42444444444444446,,"[[103, 6, 41], [72, 5, 73], [64, 6, 80]]",
lp,9,0.9147593911770171,0.5555555555555556,1.1857024468315973,0.38222222222222224,0.3822222222222222,0.3357550977523413,0.3357550977523413,0.07333333333333336,0.0,0.0,,,,,,,0.0009238793592377311,15.505593061447144,0.42444444444444446,,"[[61, 82, 7], [39, 100, 11], [41, 98, 11]]",
lp,10,0.8923016691629866,0.5388888888888889,1.1573517523871528,0.38666666666666666,0.3866666666666667,0.3699532372804311,0.36995323728043117,0.07999999999999996,0.0,0.0,,,,,,,0.0009238793592377311,18.728092193603516,0.42444444444444446,,"[[94, 42, 14], [64, 47, 39], [55, 62, 33]]",
lp,11,0.8764515260679532,0.5866666666666667,1.1673046875,0.39111111111111113,0.39111111111111113,0.38183638838146394,0.38183638838146394,0.08666666666666667,0.0,0.0,,,,,,,0.0009238793592377311,11.120104312896729,0.42444444444444446,,"[[69, 29, 52], [43, 33, 74], [41, 35, 74]]",
lp,12,0.8814830948821212,0.57,1.1661976453993055,0.4022222222222222,0.4022222222222222,0.40098351940457205,0.40098351940457205,0.10333333333333339,0.0,0.0,,,,,,,0.0009238793592377311,11.136836767196655,0.42444444444444446,,"[[70, 44, 36], [43, 48, 59], [41, 46, 63]]",
