stage,epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,val_cohen_kappa,val_auroc,val_auc_pr,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,test_cohen_kappa,learning_rate,epoch_time_sec,best_val_balanced_accuracy,best_test_balanced_accuracy,val_confusion_matrix,test_confusion_matrix
mlp,0,1.4394422743055555,0.2638888888888889,1.3591701931423612,0.3333333333333333,0.3333333333333333,0.30335733011990645,0.30335733011990645,0.11111111111111116,0.0,0.0,,,,,,,0.0013644957752860368,56.518872022628784,0.3333333333333333,,"[[34, 25, 5, 26], [22, 40, 3, 25], [16, 29, 4, 41], [9, 35, 4, 42]]",
mlp,1,1.3893568250868056,0.2722222222222222,1.3676527235243054,0.28888888888888886,0.2888888888888889,0.19870701169333643,0.1987070116933364,0.051851851851851816,0.0,0.0,,,,,,,0.0013644957752860368,12.182037115097046,0.3333333333333333,,"[[24, 63, 1, 2], [9, 77, 0, 4], [12, 76, 0, 2], [9, 77, 1, 3]]",
mlp,2,1.3654371473524305,0.30833333333333335,1.3651082356770834,0.3,0.30000000000000004,0.26826082112654576,0.26826082112654576,0.06666666666666665,0.0,0.0,,,,,,,0.0013644957752860368,12.671690464019775,0.3333333333333333,,"[[55, 7, 12, 16], [45, 5, 21, 19], [33, 12, 23, 22], [32, 8, 25, 25]]",
mlp,3,1.3685814751519096,0.33055555555555555,1.383718532986111,0.2722222222222222,0.2722222222222222,0.22890088076194764,0.22890088076194767,0.029629629629629672,0.0,0.0,,,,,,,0.0013644957752860368,9.513601541519165,0.3333333333333333,,"[[62, 7, 7, 14], [62, 7, 9, 12], [51, 16, 10, 13], [49, 10, 12, 19]]",
mlp,4,1.3259735107421875,0.36666666666666664,1.453671603732639,0.2833333333333333,0.2833333333333333,0.19075352315214264,0.19075352315214264,0.0444444444444444,0.0,0.0,,,,,,,0.0013644957752860368,8.655020952224731,0.3333333333333333,,"[[33, 57, 0, 0], [20, 69, 1, 0], [13, 77, 0, 0], [15, 73, 2, 0]]",
mlp,5,1.3208980984157985,0.35555555555555557,1.4402262369791667,0.28055555555555556,0.28055555555555556,0.24342972694289736,0.24342972694289733,0.040740740740740744,0.0,0.0,,,,,,,0.0013644957752860368,7.006871700286865,0.3333333333333333,,"[[30, 40, 20, 0], [20, 43, 27, 0], [10, 52, 28, 0], [11, 49, 30, 0]]",
mlp,6,1.266612752278646,0.41388888888888886,1.3961656358506944,0.3055555555555556,0.3055555555555556,0.2985628191801188,0.2985628191801188,0.07407407407407407,0.0,0.0,,,,,,,0.0006822478876430184,6.7755632400512695,0.3333333333333333,,"[[42, 21, 20, 7], [27, 28, 24, 11], [19, 32, 25, 14], [19, 30, 26, 15]]",
mlp,7,1.2548548380533855,0.4166666666666667,1.4449164496527778,0.2916666666666667,0.29166666666666663,0.23968235899660514,0.2396823589966051,0.05555555555555558,0.0,0.0,,,,,,,0.0006822478876430184,6.989603519439697,0.3333333333333333,,"[[45, 35, 4, 6], [31, 48, 2, 9], [22, 61, 1, 6], [25, 52, 2, 11]]",
mlp,8,1.2317479451497395,0.44166666666666665,1.424161105685764,0.30277777777777776,0.30277777777777776,0.2702201926247045,0.2702201926247045,0.07037037037037042,0.0,0.0,,,,,,,0.0006822478876430184,9.468345403671265,0.3333333333333333,,"[[52, 25, 7, 6], [34, 36, 10, 10], [32, 42, 10, 6], [36, 35, 8, 11]]",
mlp,9,1.2040642632378473,0.44305555555555554,1.4195448133680555,0.33055555555555555,0.33055555555555555,0.32743573216534416,0.32743573216534416,0.1074074074074074,0.0,0.0,,,,,,,0.0006822478876430184,12.277970552444458,0.3333333333333333,,"[[25, 25, 10, 30], [11, 33, 15, 31], [6, 36, 19, 29], [6, 31, 11, 42]]",
