trial_number,value,state,task.classifier.dropout,task.fine_tuning.encoder_lr,task.fine_tuning.head_lr,task.fine_tuning.optimizer.weight_decay
0,0.2,TrialState.COMPLETE,0.1,2e-06,3e-05,0.0001
1,0.2,TrialState.COMPLETE,0.18944636223615496,4.148289499828723e-06,6.156167477837965e-05,8.916411616625832e-05
2,0.5674529890946116,TrialState.COMPLETE,0.21785377047386917,1.2797243835944304e-06,2.2143506734794386e-05,0.004533841786738016
3,0.7237630240067062,TrialState.COMPLETE,0.24779275449905408,2.439555677271592e-06,5.066407974570349e-05,0.00952808052852129
4,0.5797541879060539,TrialState.COMPLETE,0.14964231308927667,2.645523469253673e-06,3.170563424452788e-05,0.0007710221116630126
5,0.2,TrialState.COMPLETE,0.19055474867699373,1.754969927525795e-06,5.4004827144411205e-05,8.989731951508435e-05
