stage,epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,val_cohen_kappa,val_auroc,val_auc_pr,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,test_cohen_kappa,learning_rate,epoch_time_sec,best_val_balanced_accuracy,best_test_balanced_accuracy,val_confusion_matrix,test_confusion_matrix
ft,0,0.5646047592163086,0.7302083333333333,0.3294533610343933,0.859375,0.859375,0.8591425301523021,0.8591425301523021,0.71875,0.9526367187500001,0.9578528314476316,,,,,,,0.00026421421712788916,54.45109510421753,0.859375,,"[[262, 58], [32, 288]]",
ft,1,0.3167218089103699,0.8708333333333333,0.23493459522724153,0.89375,0.89375,0.8937489623922108,0.8937489623922108,0.7875,0.9676855468750001,0.9742992216052965,,,,,,,0.00026421421712788916,58.023829221725464,0.89375,,"[[285, 35], [33, 287]]",
ft,2,0.19773613413174948,0.9197916666666667,0.23111248388886452,0.9125,0.9125,0.9124965818977304,0.9124965818977303,0.825,0.9726855468750001,0.9767580280705914,,,,,,,0.00026421421712788916,47.296191453933716,0.9125,,"[[294, 26], [30, 290]]",
ft,3,0.10664352153738339,0.959375,0.26536498628556726,0.91875,0.91875,0.9186991869918699,0.9186991869918699,0.8375,0.9684619140625,0.9721158070160762,,,,,,,0.00026421421712788916,60.44610285758972,0.91875,,"[[302, 18], [34, 286]]",
ft,4,0.08001760989427567,0.9697916666666667,0.4310610245913267,0.9015625,0.9015625,0.9015083969465649,0.9015083969465649,0.803125,0.965751953125,0.9692391170225167,,,,,,,0.00026421421712788916,14.516684293746948,0.91875,,"[[281, 39], [24, 296]]",
ft,5,0.06102525455256303,0.9802083333333333,0.4009882839396596,0.909375,0.909375,0.9093741149815916,0.9093741149815916,0.81875,0.9661865234374999,0.968835447037924,,,,,,,0.00026421421712788916,9.265734434127808,0.91875,,"[[292, 28], [30, 290]]",
ft,6,0.04548809727032979,0.9854166666666667,0.4215458925813437,0.909375,0.909375,0.9093608376308798,0.9093608376308797,0.81875,0.9692626953125,0.9703222980928125,,,,,,,0.00026421421712788916,11.307243585586548,0.91875,,"[[287, 33], [25, 295]]",
ft,7,0.0348697646210591,0.9895833333333334,0.5887464979663491,0.9,0.8999999999999999,0.8999990234279631,0.8999990234279632,0.8,0.9485791015624999,0.9574979583133792,,,,,,,0.00026421421712788916,9.067175149917603,0.91875,,"[[289, 31], [33, 287]]",
ft,8,0.008428294708331426,0.996875,0.6109833866357803,0.8984375,0.8984375,0.8984313007385705,0.8984313007385705,0.796875,0.9581542968750001,0.9612816843258696,,,,,,,0.00013210710856394458,7.183658123016357,0.91875,,"[[285, 35], [30, 290]]",
ft,9,0.013698921104272207,0.9947916666666666,0.6305222244933247,0.896875,0.896875,0.8968709715223251,0.8968709715223252,0.79375,0.9561279296874999,0.9603112763993036,,,,,,,0.00013210710856394458,10.959411859512329,0.91875,,"[[285, 35], [31, 289]]",
