stage,epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,val_cohen_kappa,val_auroc,val_auc_pr,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,test_cohen_kappa,learning_rate,epoch_time_sec,best_val_balanced_accuracy,best_test_balanced_accuracy,val_confusion_matrix,test_confusion_matrix
mlp,0,1.1451397110930586,0.3788888888888889,1.1367925347222223,0.33555555555555555,0.33555555555555555,0.1936231884057971,0.19362318840579712,0.0033333333333332993,0.0,0.0,,,,,,,0.000763503930691862,59.193095684051514,0.33555555555555555,,"[[7, 0, 143], [12, 0, 138], [6, 0, 144]]",
mlp,1,1.0832878720443861,0.39111111111111113,1.1420597330729167,0.37777777777777777,0.37777777777777777,0.2817660880319098,0.2817660880319098,0.06666666666666665,0.0,0.0,,,,,,,0.000763503930691862,50.08562684059143,0.37777777777777777,,"[[136, 3, 11], [121, 3, 26], [112, 7, 31]]",
mlp,2,1.0453338623046875,0.41888888888888887,1.1326209852430555,0.42,0.42,0.3348135859058979,0.3348135859058978,0.13,0.0,0.0,,,,,,,0.000763503930691862,65.78699851036072,0.42,,"[[106, 0, 44], [80, 0, 70], [67, 0, 83]]",
mlp,3,1.0419025252350664,0.45555555555555555,1.1704676649305557,0.3288888888888889,0.3288888888888889,0.2779165479252003,0.27791654792520026,-0.006666666666666599,0.0,0.0,,,,,,,0.000763503930691862,11.084657192230225,0.42,,"[[25, 11, 114], [22, 16, 112], [19, 24, 107]]",
mlp,4,1.010150673115148,0.47333333333333333,1.1146731228298612,0.39111111111111113,0.39111111111111113,0.36228107329211906,0.3622810732921191,0.08666666666666667,0.0,0.0,,,,,,,0.000763503930691862,16.649067163467407,0.42,,"[[101, 22, 27], [73, 23, 54], [69, 29, 52]]",
mlp,5,0.9938188400943723,0.4822222222222222,1.1159776475694445,0.4022222222222222,0.4022222222222222,0.376978724803525,0.37697872480352507,0.10333333333333339,0.0,0.0,,,,,,,0.000763503930691862,21.26781678199768,0.42,,"[[95, 17, 38], [66, 24, 60], [61, 27, 62]]",
mlp,6,0.9885813936723017,0.5144444444444445,1.2205508422851563,0.37333333333333335,0.37333333333333335,0.3086476631637063,0.3086476631637063,0.06000000000000005,0.0,0.0,,,,,,,0.000763503930691862,21.08347725868225,0.42,,"[[63, 84, 3], [42, 102, 6], [37, 110, 3]]",
mlp,7,0.9685632486258988,0.5155555555555555,1.1528171115451389,0.3888888888888889,0.3888888888888889,0.3677362093074585,0.3677362093074585,0.08333333333333337,0.0,0.0,,,,,,,0.000763503930691862,12.830320119857788,0.42,,"[[96, 24, 30], [75, 28, 47], [60, 39, 51]]",
mlp,8,0.9606632553370653,0.5333333333333333,1.1423477172851562,0.39111111111111113,0.39111111111111113,0.38586488812392433,0.3858648881239243,0.08666666666666667,0.0,0.0,,,,,,,0.000381751965345931,10.852601766586304,0.42,,"[[81, 39, 30], [55, 45, 50], [46, 54, 50]]",
mlp,9,0.9015784632843152,0.5611111111111111,1.2132874213324654,0.3688888888888889,0.3688888888888889,0.3700558020986255,0.37005580209862543,0.053333333333333344,0.0,0.0,,,,,,,0.000381751965345931,10.86288332939148,0.42,,"[[58, 52, 40], [38, 60, 52], [31, 71, 48]]",
mlp,10,0.8975677237046503,0.55,1.1955418565538194,0.38222222222222224,0.38222222222222224,0.3765038739248947,0.3765038739248947,0.07333333333333336,0.0,0.0,,,,,,,0.000381751965345931,12.443777322769165,0.42,,"[[81, 42, 27], [58, 44, 48], [46, 57, 47]]",
mlp,11,0.8900533292145856,0.5577777777777778,1.234048097398546,0.4088888888888889,0.40888888888888886,0.38370536361501023,0.3837053636150102,0.11333333333333329,0.0,0.0,,,,,,,0.000381751965345931,15.088505506515503,0.42,,"[[83, 16, 51], [53, 22, 75], [47, 24, 79]]",
